ID,Title,Definition
3.1.1.2.59,Praseodymium Atom,
3.1.1.2.6,Carbon Atom,
3.1.1.2.60,Neodymium Atom,
3.1.1.2.61,Promethium Atom,
3.1.1.2.62,Samarium Atom,
3.1.1.2.63,Europium Atom,
3.1.1.2.64,Gadolinium Atom,
3.1.1.2.65,Terbium Atom,
3.1.1.2.66,Dysprosium Atom,
3.1.1.2.67,Holmium Atom,
3.1.1.2.68,Erbium Atom,
3.1.1.2.69,Thulium Atom,
3.1.1.2.7,Nitrogen Atom,
3.1.1.2.70,Ytterbium Atom,
3.1.1.2.71,Lutetium Atom,
3.1.1.2.72,Hafnium Atom,
3.1.1.2.73,Tantalum Atom,
3.1.1.2.74,Tungsten Atom,
3.1.1.2.75,Rhenium Atom,
3.1.1.2.76,Osmium Atom,
3.1.1.2.77,Iridium Atom,
3.1.1.2.78,Platinum Atom,
3.1.1.2.79,Gold Atom,
3.1.1.2.8,Oxygen Atom,
3.1.1.2.80,Mercury Atom,
3.1.1.2.81,Thallium Atom,
3.1.1.2.82,Lead Atom,
3.1.1.2.83,Bismuth Atom,
3.1.1.2.84,Polonium Atom,
3.1.1.2.85,Astatine Atom,
3.1.1.2.86,Radon Atom,
3.1.1.2.87,Francium Atom,
3.1.1.2.88,Radium Atom,
3.1.1.2.89,Actinium Atom,
3.1.1.2.9,Fluorine Atom,
3.1.1.2.90,Thorium Atom,
3.1.1.2.91,Protactinium Atom,
3.1.1.2.92,Uranium Atom,
3.1.1.2.93,Neptunium Atom,
3.1.1.2.94,Plutonium Atom,
3.1.1.2.95,Americium Atom,
3.1.1.2.96,Curium Atom,
3.1.1.2.97,Berkelium Atom,
3.1.1.2.98,Californium Atom,
3.1.1.2.99,Einsteinium Atom,
3.1.1.3,Molecule,group of atoms bonded together.
3.1.1.4,Bulk Phase,macroscopic state of matter with uniform properties.
3.1.1.4.1,Solid,retains a fixed shape and volume.
3.1.1.4.1.1,Crystalline Solid,"A solid in which the atoms, ions, or molecules are arranged in a highly ordered, repeating three-dimensional pattern (a crystal lattice). They have a sharp, well-defined melting point."
3.1.1.4.1.2,Amorphous Solid,"A solid in which the atoms, ions, or molecules are not arranged in a regular, repeating pattern. They lack long-range order and tend to soften over a range of temperatures rather than having a sharp melting point."
3.1.1.4.1.3,Quasicrystal,"A solid with an ordered but non-periodic atomic structure. They exhibit rotational symmetries forbidden to true crystals (e.g., five-fold symmetry)."
3.1.1.4.1.4,Liquid Crystal,"A state of matter that has properties between those of a conventional liquid and a solid crystal. It can flow like a liquid but has some degree of long-range orientational order of its molecules, giving it anisotropic (direction-dependent) properties."
3.1.1.4.2,Liquid,takes shape of container; fixed volume.
3.1.1.4.2.1,Newtonian Fluid,"A fluid whose viscosity (resistance to flow) remains constant, regardless of the shear stress applied. Its flow behavior is described by a linear relationship between shear stress and shear rate."
3.1.1.4.2.2,Non-Newtonian Fluid,A fluid whose viscosity changes depending on the applied shear stress or shear rate. Their flow behavior is more complex and cannot be described by a single constant viscosity.
3.1.1.4.2.3,Superfluid,"A quantum state of matter that exhibits frictionless flow, meaning it can flow indefinitely without losing kinetic energy. It occurs at extremely low temperatures."
3.1.1.4.3,Gas,takes shape and volume of container.
3.1.1.4.3.1,Ideal Gas,A theoretical gas composed of randomly moving point particles that do not interact with each other except for perfectly elastic collisions. It obeys the ideal gas law. Used as a simplified model for real gases.
3.1.1.4.3.2,Real Gas,"A gas whose molecules occupy volume and interact with each other through attractive and repulsive forces. Their behavior deviates from ideal gas behavior, especially at high pressures and low temperatures."
3.1.1.4.4,Plasma,ionized gas with collective behavior.
3.1.1.4.4.1,Thermal Plasma,"A plasma where the electrons and heavy particles (ions and neutral atoms) are in thermal equilibrium, meaning they have roughly the same temperature."
3.1.1.4.4.2,Non-Thermal Plasma (Cold Plasma),"A plasma where the electrons are at a much higher temperature than the heavy particles. This allows for plasma effects at lower overall gas temperatures, making it useful for sensitive applications."
3.1.1.4.4.3,Space Plasma (Astrophysical Plasma),"Plasma that exists in various forms throughout space, from stellar interiors to the interstellar medium, solar wind, and planetary magnetospheres. It typically involves complex magnetic fields."
3.1.1.5,Composite Material,made from two or more constituent materials.
3.1.2,Physical Object,bounded collections of substances
3.1.2.1,Natural Object,exists independently of human creation.
3.1.2.1.1,Biological Organism,a living physical entity. Phylogenetic Classification
3.1.2.1.1.1,Bacteria,These are prokaryotic organisms that represent one of the oldest and most diverse groups of life.
3.1.2.1.1.1.1,Pseudomonadota (formerly Proteobacteria),"A highly diverse and ecologically significant phylum, encompassing a wide range of metabolic types. Many well-known bacteria, including many pathogens (e.g., E. coli, Salmonella) and environmental microbes, belong here."
3.1.2.1.1.1.10,Thermotogota (formerly Thermotogae),"Primarily hyperthermophilic and anaerobic bacteria, often found in hot springs and marine hydrothermal vents. They are characterized by a unique ""toga-like"" outer membrane."
3.1.2.1.1.1.11,Aquificota (formerly Aquificae),"Considered among the earliest diverging bacterial lineages, these are highly thermophilic and chemolithoautotrophic bacteria, often found in hot springs and hydrothermal vents, deriving energy from inorganic compounds."
3.1.2.1.1.1.12,Planctomycetota (formerly Planctomycetes),"A phylogenetically distinct group known for unique cell biology, including the absence of peptidoglycan in cell walls and, for some, internal membrane-bound compartments (e.g., Anammox bacteria that perform anaerobic ammonium oxidation)."
3.1.2.1.1.1.13,Acidobacteriota (formerly Acidobacteria),"A widespread and diverse phylum, particularly abundant in soils and other terrestrial environments, known for their metabolic versatility and often adaptation to acidic conditions."
3.1.2.1.1.1.14,Verrucomicrobiota (formerly Verrucomicrobia),"A morphologically and metabolically diverse phylum found in various environments, including soils, aquatic habitats, and as symbionts. Some members possess unique wart-like cell appendages."
3.1.2.1.1.1.2,Bacillota (formerly Firmicutes),"Characterized by a typically Gram-positive cell wall structure, this phylum includes many species important in medicine (pathogens like Staphylococcus, probiotics like Lactobacillus) and industry (fermentation)."
3.1.2.1.1.1.3,Actinomycetota (formerly Actinobacteria),"Another major Gram-positive phylum, known for complex life cycles, abundant antibiotic production (e.g., Streptomyces), and significant roles in soil decomposition and nutrient cycling. Includes Mycobacterium."
3.1.2.1.1.1.4,Bacteroidota (formerly Bacteroidetes),"Abundant in the gut microbiota of animals, including humans, and diverse in environmental niches. Many members are obligate anaerobes and important for carbohydrate fermentation."
3.1.2.1.1.1.5,Cyanobacteria,"Photosynthetic bacteria, often called ""blue-green algae."" They perform oxygenic photosynthesis and were crucial in oxygenating Earth's early atmosphere, forming the base of many aquatic food webs."
3.1.2.1.1.1.6,Spirochaetota (formerly Spirochaetes),Characterized by their unique spiral shape and corkscrew-like motility due to internal flagella (endoflagella). Includes important human pathogens like Treponema pallidum (syphilis) and Borrelia burgdorferi (Lyme disease).
3.1.2.1.1.1.7,Chloroflexota (formerly Chloroflexi),"A metabolically versatile phylum, including green non-sulfur bacteria (anoxygenic phototrophs) and many thermophilic species found in hot springs; they exhibit diverse morphologies and carbon metabolisms."
3.1.2.1.1.1.8,Chlorobiota (formerly Chlorobi),"Known as green sulfur bacteria, these are obligate anaerobic photoautotrophs that perform anoxygenic photosynthesis using bacteriochlorophylls and sulfur compounds as electron donors."
3.1.2.1.1.1.9,Deinococcota (formerly Deinococcus-Thermus),"A phylum famous for its members' extreme resistance to radiation (e.g., Deinococcus radiodurans) and high temperatures (e.g., Thermus aquaticus, source of Taq polymerase)."
3.1.2.1.1.2,Archaea,"Archaea are prokaryotic organisms. However, phylogenetic studies revealed that they are evolutionarily distinct from Bacteria and, are more closely related to Eukarya than to Bacteria"
3.1.2.1.1.2.1,Euryarchaeota,"This is one of the largest and most diverse archaeal phyla, encompassing a wide range of metabolic types and ecological niches. It includes the well-known methanogens (methane producers), halophiles (salt-lovers), and some thermophiles (heat-lovers)."
3.1.2.1.1.2.2,Crenarchaeota,"Traditionally recognized as another large archaeal phylum, it primarily includes thermophilic (heat-loving) and acidophilic (acid-loving) organisms often found in extreme environments like hot springs and hydrothermal vents."
3.1.2.1.1.2.3,Thaumarchaeota,"A widely distributed phylum that gained recognition for its abundance in marine and terrestrial environments, particularly for its role in the global nitrogen cycle as ammonia-oxidizing archaea (AOA)."
3.1.2.1.1.2.4,Korarchaeota,A relatively small phylum primarily identified from environmental DNA sequences (initially from hot springs). Its members are often considered to be deeply branching and sometimes thought to represent an ancient lineage.
3.1.2.1.1.2.5,Nanoarchaeota,"A unique phylum characterized by extremely small cell sizes and often existing as obligate symbionts or parasites of other archaea (e.g., Nanoarchaeum equitans growing on Ignicoccus hospitilis)."
3.1.2.1.1.3,Eukarya,This domain includes all organisms whose cells have a true nucleus and other membrane-bound organelles.
3.1.2.1.1.3.1,Archaeplastida,"This supergroup includes all organisms descended from the ancient endosymbiotic event where a heterotrophic eukaryote engulfed a cyanobacterium, leading to the evolution of chloroplasts. It encompasses land plants, red algae, and green algae."
3.1.2.1.1.3.1.1,Glaucophyta (Glaucophytes),"A small, ancient phylum of unicellular freshwater algae, considered the most basal group within Archaeplastida. They are unique for retaining peptidoglycan in their chloroplast outer membrane (called cyanelles), a remnant of their cyanobacterial endosymbiont."
3.1.2.1.1.3.1.2,Rhodophyta (Red Algae),"A large and ancient phylum of primarily multicellular marine algae. They are characterized by accessory photosynthetic pigments (phycoerythrins and phycocyanins) that give them their red color, allowing them to absorb blue light at greater depths."
3.1.2.1.1.3.1.3,Viridiplantae (Green Plants / Chloroplastida),"This large clade includes all green algae and all land plants. They are characterized by having chlorophyll a and b, storing starch as their food reserve, and having cell walls made of cellulose. This is the lineage that gave rise to all terrestrial vegetation."
3.1.2.1.1.3.2,"SAR Supergroup (Stramenopiles, Alveolates, Rhizarians)","A vast and diverse supergroup unified by molecular phylogenetic data, although morphologically disparate."
3.1.2.1.1.3.3,Amoebozoa,"Characterized by the presence of lobe-shaped pseudopods used for movement and feeding. This group includes true amoebas, slime molds (both cellular and plasmodial), and some parasitic forms."
3.1.2.1.1.3.4,Opisthokonta,"This supergroup includes both Animals and Fungi, as well as their closest protistan relatives (e.g., choanoflagellates). A key unifying feature is the presence of a posterior flagellum in motile cells (like sperm)."
3.1.2.1.1.3.5,Excavata,"A diverse supergroup often characterized by a feeding groove (""excavated"" appearance) on one side of the cell, and sometimes unusual mitochondria or multiple flagella. Includes many free-living, symbiotic, and parasitic forms."
3.1.2.1.1.3.6,Cryptista,"A group of mostly unicellular flagellates, many of which are photosynthetic (cryptophytes) due to a secondary endosymbiosis event. Their precise placement relative to other supergroups has been debated but they are increasingly recognized as a distinct basal lineage."
3.1.2.1.1.3.7,Haptista,"A diverse supergroup of mostly unicellular algae, well-known for haptophytes (which include coccolithophores, key primary producers in oceans) and centrohelids. They often have a unique appendage called a haptonema."
3.1.2.1.2,Astronomical Body,a naturally occurring physical entity in space.
3.1.2.1.2.1,Star,"A massive, luminous sphere of plasma held together by its own gravity. It generates energy through nuclear fusion in its core, primarily converting hydrogen to helium."
3.1.2.1.2.1.1,Main Sequence Star,"A star that is actively fusing hydrogen into helium in its core. This is the longest and most stable phase of a star's life, and about 90% of all stars, including our Sun, are in this stage. They vary widely in mass, temperature, and luminosity (from hot, blue O-type stars to cool, red M-type stars)."
3.1.2.1.2.1.2,Red Giant,"An evolved star that has exhausted the hydrogen fuel in its core and begun fusing hydrogen in a shell around a helium core. This causes its outer layers to expand significantly and cool, giving it a reddish hue and increased luminosity."
3.1.2.1.2.1.3,Red Supergiant,"A very massive, evolved star (much more massive than the Sun) that has exhausted hydrogen in its core and expanded to an enormous size, becoming one of the largest stars by volume. They are typically cool and very luminous."
3.1.2.1.2.1.4,Blue Supergiant / Hypergiant,"Extremely hot, massive, and luminous stars. Blue supergiants are typically massive main-sequence stars that have evolved slightly, while hypergiants are even more luminous and unstable, pushing the theoretical limits of stellar brightness. Both are very rare and have very short lifespans."
3.1.2.1.2.1.5,White Dwarf,"The dense, hot core remnant of a low to intermediate-mass star (like our Sun) after it has shed its outer layers. It no longer undergoes fusion and slowly cools over billions of years."
3.1.2.1.2.1.6,Neutron Star,"The extremely dense remnant core of a massive star that has undergone a supernova explosion. It is composed almost entirely of neutrons, packed together incredibly tightly. Some rapidly rotating neutron stars are observed as pulsars."
3.1.2.1.2.1.7,Brown Dwarf,"A celestial object that is larger than a planet but not massive enough to sustain stable hydrogen fusion in its core, which is the defining characteristic of a true star. They can briefly fuse deuterium. Often called ""failed stars."""
3.1.2.1.2.1.8,Protostar,A very young star that is still gathering mass from its parent molecular cloud. This is the earliest stage of stellar evolution before nuclear fusion begins.
3.1.2.1.2.2,Planet,"A celestial body that orbits a star or stellar remnant, is massive enough to be rounded by its own gravity, but is not massive enough to cause thermonuclear fusion, and has cleared its neighboring region of planetesimals."
3.1.2.1.2.2.1,Rocky Planet,"A planet composed primarily of silicate rocks or metals, with a solid surface. They are typically smaller than gas giants and have relatively high densities."
3.1.2.1.2.2.2,Gas Giant,"A massive planet composed mainly of hydrogen and helium, with a relatively small rocky or metallic core (if any) surrounded by a deep atmosphere of gases. They lack a well-defined solid surface."
3.1.2.1.2.2.3,Ice Giant,"A large planet primarily composed of heavier elements than hydrogen and helium, such as oxygen, carbon, nitrogen, and sulfur. These elements are typically found in the form of ""ices"" (volatiles) under high pressure. They have a distinct interior structure from gas giants."
